order_id,n_picks,touched_at_min,touched_at_max
1490,31,2019-11-11 13:34:51,2019-11-11 13:37:33
1491,13,2019-11-11 17:47:06,2019-11-11 18:08:44
1492,12,2019-11-11 14:08:38,2019-11-11 14:14:32
1493,11,2019-11-11 14:10:43,2019-11-11 14:22:37
1494,28,2019-11-11 16:38:06,2019-11-11 17:18:28
1495,41,2019-11-11 20:07:30,2019-11-11 20:51:12
1496,17,2019-11-11 18:47:14,2019-11-11 19:09:29
1497,13,2019-11-11 14:16:08,2019-11-11 14:35:56
1498,24,2019-11-11 18:00:16,2019-11-11 18:47:08
1499,22,2019-11-13 13:07:50,2019-11-13 13:44:21
1500,28,2019-11-11 18:32:32,2019-11-11 18:59:48
1501,23,2019-11-11 14:44:31,2019-11-11 15:10:41
1502,20,2019-11-11 15:58:39,2019-11-11 16:20:17
1503,19,2019-11-11 13:04:42,2019-11-11 13:19:34
1504,21,2019-11-11 14:49:46,2019-11-11 15:10:00
1505,12,2019-11-11 20:23:02,2019-11-11 20:35:35
1506,6,2019-11-11 19:38:02,2019-11-11 19:41:29
1507,27,2019-11-11 18:12:21,2019-11-11 18:39:35
1508,15,2019-11-11 18:13:22,2019-11-11 18:28:52
1509,34,2019-11-12 09:26:17,2019-11-12 09:47:30
1510,79,2019-11-11 18:29:22,2019-11-11 19:22:06
1511,60,2019-11-11 13:50:10,2019-11-11 14:33:12
1512,36,2019-11-11 19:58:01,2019-11-11 20:14:30
1513,14,2019-11-11 15:12:05,2019-11-11 15:25:54
1514,38,2019-11-11 14:08:51,2019-11-11 14:49:11
1515,38,2019-11-11 18:05:16,2019-11-11 18:24:08
1516,39,2019-11-11 15:44:53,2019-11-11 16:26:39
1517,14,2019-11-11 16:09:04,2019-11-11 16:20:26
1518,9,2019-11-11 14:24:06,2019-11-11 14:40:23
1519,10,2019-11-11 16:53:27,2019-11-11 17:11:43
1520,31,2019-11-11 13:53:06,2019-11-11 14:17:27
1521,31,2019-11-11 13:56:11,2019-11-11 14:28:07
1522,4,2019-11-11 15:59:55,2019-11-11 16:01:33
1523,9,2019-11-11 16:31:39,2019-11-11 17:04:33
1524,24,2019-11-11 14:15:44,2019-11-11 14:35:59
1525,14,2019-11-12 11:45:55,2019-11-12 12:03:00
1526,38,2019-11-11 16:02:50,2019-11-11 16:37:04
1527,23,2019-11-11 16:36:03,2019-11-11 17:06:32
1528,24,2019-11-11 16:49:40,2019-11-11 17:28:53
1529,4,2019-11-11 18:40:00,2019-11-11 18:43:22
1530,36,2019-11-11 17:31:25,2019-11-11 18:12:57
1531,44,2019-11-11 16:29:15,2019-11-11 17:00:08
1532,48,2019-11-12 10:53:14,2019-11-12 11:37:39
1533,10,2019-11-11 17:44:23,2019-11-11 17:55:28
1534,46,2019-11-12 18:54:37,2019-11-12 19:27:39
1535,22,2019-11-11 18:32:45,2019-11-11 18:53:54
1536,56,2019-11-11 15:19:20,2019-11-11 15:37:48
1537,13,2019-11-11 15:23:58,2019-11-11 15:49:23
1538,13,2019-11-12 13:24:43,2019-11-12 13:34:37
1539,7,2019-11-11 16:12:54,2019-11-11 16:16:44
1540,34,2019-11-11 18:49:26,2019-11-11 19:21:23
1541,31,2019-11-12 12:38:52,2019-11-12 13:02:49
1542,25,2019-11-11 18:59:30,2019-11-11 19:27:18
1543,32,2019-11-11 15:20:14,2019-11-11 15:55:01
1544,32,2019-11-11 18:53:24,2019-11-11 19:33:44
1545,33,2019-11-11 17:32:02,2019-11-11 18:15:33
1546,35,2019-11-11 14:34:06,2019-11-11 14:54:42
1547,37,2019-11-11 16:21:00,2019-11-11 16:56:08
1548,16,2019-11-11 16:32:08,2019-11-11 16:42:09
1549,17,2019-11-11 15:57:37,2019-11-11 16:13:03
1550,19,2019-11-13 14:34:29,2019-11-13 14:47:39
1551,20,2019-11-11 17:49:39,2019-11-11 18:05:48
1552,30,2019-11-12 08:00:38,2019-11-12 08:32:26
1553,19,2019-11-11 18:39:23,2019-11-11 19:04:51
1554,21,2019-11-11 14:25:05,2019-11-11 14:40:13
1555,38,2019-11-11 14:31:08,2019-11-11 15:11:51
1556,16,2019-11-11 17:56:46,2019-11-11 18:18:59
1557,38,2019-11-11 18:31:12,2019-11-11 19:23:54
1558,36,2019-11-11 14:00:42,2019-11-11 14:38:28
1559,23,2019-11-11 18:44:23,2019-11-11 19:10:14
1560,24,2019-11-12 08:51:26,2019-11-12 09:13:57
1561,13,2019-11-11 17:33:39,2019-11-11 17:45:57
1562,25,2019-11-11 19:08:29,2019-11-11 19:38:46
1563,35,2019-11-12 13:04:57,2019-11-12 13:41:54
1564,13,2019-11-12 10:25:59,2019-11-12 10:35:41
1565,43,2019-11-11 18:47:28,2019-11-11 19:19:51
1566,40,2019-11-11 18:48:43,2019-11-11 19:37:49
1567,16,2019-11-11 17:33:26,2019-11-11 17:48:50
1568,36,2019-11-12 12:38:23,2019-11-12 13:14:24
1569,20,2019-11-11 15:35:21,2019-11-11 16:01:09
1570,18,2019-11-11 15:26:29,2019-11-11 15:35:18
1571,10,2019-11-12 12:01:06,2019-11-12 12:26:11
1572,38,2019-11-12 10:47:50,2019-11-12 11:20:38
1573,24,2019-11-15 10:01:08,2019-11-15 10:12:49
1574,14,2019-11-11 19:13:12,2019-11-11 19:22:00
1575,7,2019-11-11 18:52:26,2019-11-11 19:03:46
1576,32,2019-11-12 13:47:17,2019-11-12 14:19:25
1577,25,2019-11-11 18:18:25,2019-11-11 18:41:56
1578,9,2019-11-11 17:21:07,2019-11-11 17:27:10
1579,5,2019-11-11 15:54:05,2019-11-11 15:59:51
1580,65,2019-11-11 17:09:57,2019-11-11 18:12:09
1581,23,2019-11-11 19:07:09,2019-11-11 19:35:44
1582,27,2019-11-11 17:06:45,2019-11-11 17:38:36
1583,32,2019-11-12 12:19:24,2019-11-12 12:50:36
1584,53,2019-11-11 15:32:39,2019-11-11 16:58:59
1585,27,2019-11-12 10:40:52,2019-11-12 11:37:11
1586,23,2019-11-12 14:26:01,2019-11-12 14:49:26
1587,33,2019-11-12 17:55:29,2019-11-12 18:26:46
1588,45,2019-11-11 14:56:45,2019-11-11 15:15:39
1589,18,2019-11-11 17:00:49,2019-11-11 17:12:55
1590,21,2019-11-11 16:42:09,2019-11-11 16:55:56
1591,22,2019-11-11 15:47:59,2019-11-11 16:06:34
1592,28,2019-11-12 18:51:18,2019-11-12 19:09:43
1593,29,2019-11-12 11:40:11,2019-11-12 12:05:48
1594,16,2019-11-11 18:40:48,2019-11-11 18:56:18
1595,35,2019-11-12 14:38:12,2019-11-12 15:14:56
1596,27,2019-11-11 14:43:30,2019-11-11 15:46:22
1597,20,2019-11-12 09:36:51,2019-11-12 10:11:37
1598,50,2019-11-11 16:11:44,2019-11-11 16:40:44
1599,38,2019-11-11 14:45:43,2019-11-11 15:29:02
1600,57,2019-11-11 14:31:32,2019-11-11 15:11:50
1601,2,2019-11-11 16:29:11,2019-11-11 16:49:40
1602,67,2019-11-12 10:12:48,2019-11-12 11:00:31
1603,50,2019-11-11 16:10:11,2019-11-11 16:45:19
1604,45,2019-11-12 09:35:32,2019-11-12 10:07:38
1605,38,2019-11-12 10:10:19,2019-11-12 10:45:36
1606,20,2019-11-11 18:32:55,2019-11-11 19:20:43
1607,21,2019-11-11 15:46:25,2019-11-11 15:56:25
1608,42,2019-11-11 15:52:31,2019-11-11 17:00:00
1609,25,2019-11-11 17:33:44,2019-11-11 17:55:47
1610,21,2019-11-11 16:19:05,2019-11-11 16:30:37
1611,25,2019-11-11 16:37:10,2019-11-11 17:47:31
1612,37,2019-11-11 16:20:42,2019-11-11 17:56:06
1613,21,2019-11-11 16:41:58,2019-11-11 17:03:42
1614,41,2019-11-11 18:03:11,2019-11-11 18:31:49
1615,41,2019-11-12 10:50:18,2019-11-12 11:15:58
1616,56,2019-11-11 14:19:41,2019-11-11 14:55:21
1617,10,2019-11-11 15:21:33,2019-11-11 15:27:57
1618,17,2019-11-11 18:55:24,2019-11-11 19:19:48
1619,40,2019-11-11 17:23:21,2019-11-11 17:56:00
1620,15,2019-11-11 15:17:43,2019-11-11 15:41:57
1621,36,2019-11-11 19:51:27,2019-11-11 21:13:09
1622,23,2019-11-11 16:54:47,2019-11-11 17:14:35
1623,24,2019-11-12 10:28:01,2019-11-12 11:27:43
1624,21,2019-11-11 15:38:23,2019-11-11 15:59:25
1625,27,2019-11-11 17:18:09,2019-11-11 17:48:16
1626,27,2019-11-11 15:37:19,2019-11-11 16:24:12
1627,18,2019-11-12 09:06:51,2019-11-12 09:22:33
1628,21,2019-11-11 17:07:25,2019-11-11 17:31:50
1629,27,2019-11-11 18:46:52,2019-11-11 19:20:31
1630,38,2019-11-11 17:32:03,2019-11-11 18:05:47
1631,11,2019-11-11 14:23:55,2019-11-11 14:43:53
1632,17,2019-11-11 20:50:08,2019-11-11 21:13:47
1633,22,2019-11-12 14:05:38,2019-11-12 14:20:57
1634,7,2019-11-11 17:16:25,2019-11-11 17:23:29
1635,32,2019-11-11 15:06:46,2019-11-11 15:54:20
1636,33,2019-11-14 20:14:08,2019-11-14 20:39:37
1637,8,2019-11-11 16:38:06,2019-11-11 16:47:38
1638,24,2019-11-11 19:30:49,2019-11-11 19:41:44
1639,29,2019-11-12 16:45:52,2019-11-12 17:08:33
1640,19,2019-11-11 15:51:12,2019-11-11 15:58:12
1641,21,2019-11-11 14:26:44,2019-11-11 14:42:58
1642,14,2019-11-12 09:09:45,2019-11-12 09:47:44
1643,61,2019-11-11 16:11:31,2019-11-11 17:15:53
1644,61,2019-11-11 16:57:19,2019-11-11 17:51:21
1645,23,2019-11-11 19:50:46,2019-11-11 20:11:35
1646,29,2019-11-12 16:44:52,2019-11-12 17:18:04
1647,21,2019-11-11 18:57:40,2019-11-11 19:10:28
1648,41,2019-11-12 09:40:10,2019-11-12 10:12:40
1649,16,2019-11-11 14:49:32,2019-11-11 15:12:32
1650,24,2019-11-11 18:08:32,2019-11-11 18:41:49
1651,34,2019-11-11 16:28:20,2019-11-11 17:00:10
1652,21,2019-11-11 14:30:43,2019-11-11 14:54:19
1653,19,2019-11-11 15:33:27,2019-11-11 15:49:14
1654,31,2019-11-12 12:18:58,2019-11-12 13:04:28
1655,47,2019-11-12 09:13:38,2019-11-12 10:04:42
1656,26,2019-11-11 19:33:40,2019-11-11 20:15:13
1657,20,2019-11-12 09:21:28,2019-11-12 09:30:06
1658,22,2019-11-11 15:00:49,2019-11-11 15:38:45
1659,23,2019-11-11 17:12:31,2019-11-11 17:37:46
1660,30,2019-11-12 18:18:56,2019-11-12 18:53:16
1661,9,2019-11-11 15:30:15,2019-11-11 15:39:21
1662,25,2019-11-12 17:24:14,2019-11-12 17:48:18
1663,23,2019-11-11 15:30:56,2019-11-11 16:00:07
1664,30,2019-11-11 14:07:38,2019-11-11 14:36:42
1665,6,2019-11-11 14:54:01,2019-11-11 15:00:00
1666,16,2019-11-11 15:35:31,2019-11-11 16:00:30
1667,19,2019-11-11 16:19:54,2019-11-11 16:30:45
1668,11,2019-11-12 08:35:50,2019-11-12 08:44:10
1669,24,2019-11-11 18:02:14,2019-11-11 18:20:58
1670,14,2019-11-12 19:28:45,2019-11-12 20:20:38
1671,27,2019-11-11 15:37:18,2019-11-11 16:02:53
1672,13,2019-11-12 10:29:38,2019-11-12 10:41:12
1673,25,2019-11-11 17:18:03,2019-11-11 18:05:19
1674,24,2019-11-12 17:49:42,2019-11-12 18:18:02
1675,39,2019-11-11 14:25:48,2019-11-11 15:10:43
1676,6,2019-11-11 15:35:58,2019-11-11 15:41:08
1677,20,2019-11-12 10:15:22,2019-11-12 10:34:05
1678,21,2019-11-11 16:26:03,2019-11-11 16:52:06
1679,32,2019-11-11 16:15:09,2019-11-11 16:39:42
1680,28,2019-11-12 09:14:26,2019-11-12 09:53:59
1681,27,2019-11-11 17:23:42,2019-11-11 17:46:08
1682,29,2019-11-11 15:36:01,2019-11-11 16:13:26
1683,25,2019-11-11 16:02:57,2019-11-11 16:19:21
1684,50,2019-11-12 17:27:16,2019-11-12 18:00:11
1685,20,2019-11-11 17:59:48,2019-11-11 18:14:23
1686,57,2019-11-12 13:23:09,2019-11-12 14:49:31
1687,15,2019-11-11 16:56:07,2019-11-11 17:28:40
1688,26,2019-11-11 19:09:47,2019-11-11 19:29:00
1689,14,2019-11-11 17:03:00,2019-11-11 17:19:37
1690,17,2019-11-12 11:34:10,2019-11-12 11:53:37
1691,15,2019-11-11 19:14:05,2019-11-11 19:29:28
1692,73,2019-11-11 15:06:16,2019-11-11 16:36:56
1693,32,2019-11-12 11:33:15,2019-11-12 12:13:26
1694,5,2019-11-11 16:30:51,2019-11-11 16:36:46
1695,30,2019-11-12 09:10:03,2019-11-12 10:16:27
1696,16,2019-11-12 10:42:30,2019-11-12 11:19:29
1697,41,2019-11-11 18:34:52,2019-11-11 19:22:42
1698,26,2019-11-11 19:22:08,2019-11-11 19:53:00
1699,28,2019-11-11 15:42:20,2019-11-11 16:01:08
1700,36,2019-11-11 15:20:47,2019-11-11 16:11:15
1701,26,2019-11-12 09:00:54,2019-11-12 09:16:20
1702,29,2019-11-12 11:09:06,2019-11-12 11:43:01
1703,33,2019-11-12 19:44:27,2019-11-12 20:15:37
1704,38,2019-11-11 16:04:30,2019-11-11 16:30:21
1705,26,2019-11-11 15:38:53,2019-11-11 17:04:04
1706,18,2019-11-12 09:33:07,2019-11-12 10:17:49
1707,38,2019-11-12 14:06:04,2019-11-12 14:36:19
1708,24,2019-11-11 16:20:38,2019-11-11 16:57:11
1709,37,2019-11-11 17:14:58,2019-11-11 17:31:16
1710,26,2019-11-11 17:16:39,2019-11-11 17:31:23
1711,31,2019-11-11 16:29:16,2019-11-11 17:00:24
1712,23,2019-11-11 16:15:57,2019-11-11 16:41:28
1713,27,2019-11-11 16:23:34,2019-11-11 16:58:43
1714,5,2019-11-11 15:00:49,2019-11-11 15:05:21
1715,48,2019-11-12 10:35:47,2019-11-12 11:14:02
1716,20,2019-11-12 18:34:09,2019-11-12 18:53:36
1717,9,2019-11-11 17:48:46,2019-11-11 18:01:12
1718,37,2019-11-13 11:33:35,2019-11-13 12:00:00
1719,40,2019-11-11 18:25:56,2019-11-11 18:49:18
1720,56,2019-11-11 16:24:17,2019-11-11 16:51:09
1721,7,2019-11-11 18:13:40,2019-11-11 18:19:51
1722,67,2019-11-11 17:21:23,2019-11-11 18:20:13
1723,15,2019-11-12 10:38:07,2019-11-12 10:53:48
1724,3,2019-11-12 11:47:24,2019-11-12 11:50:05
1725,52,2019-11-11 17:50:11,2019-11-11 18:20:17
1726,15,2019-11-11 15:21:34,2019-11-11 15:37:48
1727,15,2019-11-12 10:19:32,2019-11-12 10:42:21
1728,25,2019-11-12 09:12:25,2019-11-12 09:35:46
1729,41,2019-11-11 18:38:55,2019-11-11 19:17:43
1730,9,2019-11-11 16:28:17,2019-11-11 16:33:31
1731,10,2019-11-12 09:06:14,2019-11-12 09:20:12
1732,20,2019-11-12 17:56:12,2019-11-12 18:18:34
1733,19,2019-11-11 20:01:38,2019-11-11 20:37:46
1734,46,2019-11-11 15:10:57,2019-11-11 16:02:28
1735,14,2019-11-11 19:26:26,2019-11-11 19:35:31
1736,39,2019-11-11 20:05:34,2019-11-11 20:43:52
1737,20,2019-11-11 18:20:14,2019-11-11 18:36:33
1738,35,2019-11-13 09:28:40,2019-11-13 09:42:31
1739,59,2019-11-11 17:36:07,2019-11-11 18:50:20
1740,15,2019-11-11 17:42:17,2019-11-11 17:59:48
1741,30,2019-11-11 16:39:18,2019-11-11 16:55:01
1742,24,2019-11-12 14:55:05,2019-11-12 15:50:22
1743,30,2019-11-11 16:08:24,2019-11-11 16:44:36
1744,58,2019-11-12 12:06:00,2019-11-12 12:37:34
1745,5,2019-11-11 15:25:03,2019-11-11 15:33:01
1746,24,2019-11-11 19:38:33,2019-11-11 19:59:59
1747,48,2019-11-12 18:42:21,2019-11-12 19:26:42
1748,39,2019-11-12 13:36:46,2019-11-12 14:09:07
1749,46,2019-11-11 19:02:12,2019-11-11 19:56:05
1750,5,2019-11-11 15:55:13,2019-11-11 15:57:23
1751,42,2019-11-11 16:40:56,2019-11-11 17:41:42
1752,37,2019-11-11 17:00:43,2019-11-11 17:31:13
1753,56,2019-11-12 09:29:38,2019-11-12 10:01:14
1754,30,2019-11-11 17:10:33,2019-11-11 17:41:27
1755,12,2019-11-11 16:10:13,2019-11-11 16:23:52
1756,42,2019-11-12 14:13:22,2019-11-12 14:40:59
1757,18,2019-11-11 15:02:52,2019-11-11 15:24:41
1758,32,2019-11-11 15:58:07,2019-11-11 16:37:41
1759,16,2019-11-12 16:06:52,2019-11-12 16:34:30
1760,32,2019-11-11 18:23:42,2019-11-11 19:12:36
1761,23,2019-11-11 15:20:00,2019-11-11 16:36:13
1762,29,2019-11-11 18:27:03,2019-11-11 19:14:42
1763,35,2019-11-12 08:39:35,2019-11-12 09:20:00
1764,24,2019-11-12 08:22:27,2019-11-12 08:34:25
1765,26,2019-11-11 14:59:42,2019-11-11 15:31:49
1766,19,2019-11-11 17:23:16,2019-11-11 17:37:13
1767,28,2019-11-12 13:22:07,2019-11-12 14:08:48
1768,6,2019-11-11 16:53:39,2019-11-11 17:00:02
1769,29,2019-11-11 15:35:40,2019-11-11 16:14:56
1770,8,2019-11-11 15:29:36,2019-11-11 15:35:31
1771,39,2019-11-11 17:35:55,2019-11-11 17:59:45
1772,3,2019-11-12 11:25:00,2019-11-12 11:30:17
1773,64,2019-11-12 08:58:17,2019-11-12 10:22:54
1774,9,2019-11-13 12:03:21,2019-11-13 12:15:31
1775,54,2019-11-12 14:58:10,2019-11-12 15:49:29
1776,7,2019-11-11 21:09:19,2019-11-11 21:25:07
1777,5,2019-11-12 11:27:51,2019-11-12 11:33:37
1778,27,2019-11-11 15:05:20,2019-11-11 15:29:55
1779,54,2019-11-12 10:41:33,2019-11-12 12:08:11
1780,18,2019-11-11 16:36:51,2019-11-11 16:44:34
1781,47,2019-11-11 17:07:29,2019-11-11 17:54:51
1782,35,2019-11-12 15:28:59,2019-11-12 15:49:09
1783,14,2019-11-12 08:10:16,2019-11-12 08:30:31
1784,36,2019-11-11 15:35:01,2019-11-11 16:13:23
1785,10,2019-11-12 09:03:11,2019-11-12 09:08:36
1786,16,2019-11-12 10:46:21,2019-11-12 10:57:32
1787,19,2019-11-12 09:02:15,2019-11-12 09:15:31
1788,13,2019-11-12 11:55:03,2019-11-12 12:06:38
1789,23,2019-11-11 17:44:10,2019-11-11 18:07:54
1790,36,2019-11-11 19:26:20,2019-11-11 20:02:44
1791,16,2019-11-11 16:47:57,2019-11-11 17:39:20
1792,11,2019-11-11 15:19:00,2019-11-11 15:34:29
1793,47,2019-11-11 16:18:46,2019-11-11 17:00:30
1794,19,2019-11-11 19:18:03,2019-11-11 19:40:45
1795,40,2019-11-11 17:14:10,2019-11-11 18:19:46
1796,8,2019-11-11 17:08:12,2019-11-11 17:16:09
1797,31,2019-11-12 08:29:07,2019-11-12 09:39:31
1798,12,2019-11-13 09:37:32,2019-11-13 10:30:25
1799,11,2019-11-12 15:30:32,2019-11-12 15:37:43
1800,21,2019-11-12 15:22:00,2019-11-12 15:31:30
1801,10,2019-11-12 10:25:22,2019-11-12 10:35:01
1802,62,2019-11-11 18:15:51,2019-11-11 19:34:04
1803,24,2019-11-11 20:35:43,2019-11-11 21:04:36
1804,4,2019-11-12 09:34:14,2019-11-12 09:37:20
1805,9,2019-11-12 08:59:31,2019-11-12 09:04:11
1806,10,2019-11-12 13:03:20,2019-11-12 13:07:51
1807,29,2019-11-12 09:06:04,2019-11-12 09:36:09
1808,57,2019-11-11 17:28:27,2019-11-11 18:41:50
1809,8,2019-11-11 17:46:51,2019-11-11 17:55:36
1810,24,2019-11-12 17:44:15,2019-11-12 18:00:25
1811,31,2019-11-11 18:41:31,2019-11-11 19:03:52
1812,18,2019-11-12 15:21:25,2019-11-12 15:35:21
1813,112,2019-11-12 10:25:14,2019-11-12 11:46:45
1814,33,2019-11-11 17:51:38,2019-11-11 18:34:22
1815,51,2019-11-11 19:36:54,2019-11-11 20:26:03
1816,18,2019-11-12 11:30:55,2019-11-12 11:59:05
1817,38,2019-11-11 20:06:32,2019-11-11 20:51:19
1818,29,2019-11-11 17:00:21,2019-11-11 17:32:24
1819,28,2019-11-12 09:57:33,2019-11-12 10:19:57
1820,38,2019-11-12 09:47:00,2019-11-12 10:11:34
1821,4,2019-11-12 18:02:07,2019-11-12 18:06:32
1822,20,2019-11-12 15:20:48,2019-11-12 15:39:39
1823,34,2019-11-12 17:18:16,2019-11-12 17:40:05
1824,34,2019-11-11 17:22:22,2019-11-11 17:51:35
1825,80,2019-11-13 14:48:36,2019-11-13 15:55:28
1826,27,2019-11-12 11:30:45,2019-11-12 11:58:58
1827,27,2019-11-11 19:56:42,2019-11-11 20:19:03
1828,12,2019-11-11 16:55:03,2019-11-11 17:14:21
1829,20,2019-11-12 18:34:59,2019-11-12 18:54:24
1830,3,2019-11-12 08:32:54,2019-11-12 08:36:57
1831,12,2019-11-11 15:44:43,2019-11-11 15:50:38
1832,32,2019-11-11 16:19:56,2019-11-11 16:59:19
1833,12,2019-11-12 10:32:49,2019-11-12 10:33:27
1834,9,2019-11-11 16:26:20,2019-11-11 16:30:37
1835,43,2019-11-11 19:39:01,2019-11-11 20:18:20
1836,59,2019-11-11 21:31:13,2019-11-11 21:49:52
1837,24,2019-11-12 17:01:59,2019-11-12 17:20:12
1838,15,2019-11-11 18:02:01,2019-11-11 18:21:49
1839,16,2019-11-11 17:41:24,2019-11-11 18:09:19
1840,5,2019-11-11 20:36:01,2019-11-11 20:51:08
1841,23,2019-11-12 09:25:22,2019-11-12 09:53:25
1842,53,2019-11-11 17:38:27,2019-11-11 18:19:08
1843,25,2019-11-11 16:22:36,2019-11-11 16:38:52
1844,32,2019-11-12 18:38:36,2019-11-12 19:27:57
1845,33,2019-11-11 18:28:37,2019-11-11 19:14:25
1846,14,2019-11-12 09:47:13,2019-11-12 10:13:13
1847,11,2019-11-12 15:08:23,2019-11-12 15:29:43
1848,32,2019-11-11 17:55:58,2019-11-11 18:18:10
1849,12,2019-11-11 17:59:42,2019-11-11 18:40:26
1850,19,2019-11-12 10:09:17,2019-11-12 10:34:29
1851,28,2019-11-12 10:44:52,2019-11-12 11:00:55
1852,9,2019-11-11 16:20:16,2019-11-11 16:55:56
1853,11,2019-11-11 15:53:27,2019-11-11 16:03:45
1854,16,2019-11-11 15:55:36,2019-11-11 16:02:28
1855,31,2019-11-12 08:56:30,2019-11-12 09:22:06
1856,25,2019-11-12 10:52:31,2019-11-12 11:08:45
1857,7,2019-11-12 08:52:36,2019-11-12 08:59:25
1858,49,2019-11-11 17:21:12,2019-11-11 18:17:47
1859,19,2019-11-11 21:28:01,2019-11-11 21:53:51
1860,7,2019-11-11 19:44:43,2019-11-11 19:59:49
1861,35,2019-11-12 08:50:58,2019-11-12 09:44:30
1862,43,2019-11-12 08:34:21,2019-11-12 09:05:10
1863,12,2019-11-12 10:30:32,2019-11-12 10:46:52
1864,17,2019-11-11 19:40:25,2019-11-11 19:50:12
1865,3,2019-11-11 15:56:18,2019-11-11 16:02:25
1866,32,2019-11-12 19:41:16,2019-11-12 19:46:45
1867,53,2019-11-11 17:05:32,2019-11-11 17:58:52
1868,30,2019-11-12 17:24:55,2019-11-12 18:05:17
1869,13,2019-11-12 08:30:41,2019-11-12 08:43:15
1870,21,2019-11-11 20:33:24,2019-11-11 21:07:23
1871,43,2019-11-11 20:10:01,2019-11-11 20:40:57
1872,15,2019-11-12 18:01:56,2019-11-12 18:32:29
1873,11,2019-11-12 13:27:24,2019-11-12 13:40:00
1874,2,2019-11-11 16:48:55,2019-11-11 17:24:33
1875,30,2019-11-12 10:01:31,2019-11-12 10:42:55
1876,28,2019-11-16 08:02:07,2019-11-16 08:26:03
1877,35,2019-11-11 16:22:46,2019-11-11 16:34:40
1878,27,2019-11-11 18:22:48,2019-11-11 18:46:06
1879,25,2019-11-12 08:37:19,2019-11-12 09:31:44
1880,44,2019-11-12 08:17:22,2019-11-12 08:54:35
1881,44,2019-11-12 20:20:24,2019-11-12 20:52:22
1882,15,2019-11-11 16:45:05,2019-11-11 17:08:38
1883,18,2019-11-12 08:15:13,2019-11-12 08:43:19
1884,16,2019-11-11 17:59:07,2019-11-11 18:26:12
1885,30,2019-11-11 18:57:06,2019-11-11 19:25:22
1886,7,2019-11-13 13:22:07,2019-11-13 13:30:25
1887,25,2019-11-12 19:02:19,2019-11-12 19:18:07
1888,16,2019-11-11 19:18:19,2019-11-11 19:31:58
1889,17,2019-11-11 17:32:39,2019-11-11 17:55:06
1890,46,2019-11-12 11:30:40,2019-11-12 12:28:52
1891,20,2019-11-11 18:27:55,2019-11-11 18:36:23
1892,30,2019-11-11 19:26:59,2019-11-11 20:16:11
1893,16,2019-11-11 17:42:57,2019-11-11 18:03:37
1894,22,2019-11-11 16:34:40,2019-11-11 16:49:52
1895,19,2019-11-11 16:58:26,2019-11-11 17:36:31
1896,11,2019-11-12 09:08:43,2019-11-12 09:21:50
1897,31,2019-11-11 18:36:39,2019-11-11 19:01:13
1898,7,2019-11-12 09:00:29,2019-11-12 09:11:28
1899,15,2019-11-12 13:21:28,2019-11-12 13:31:07
1900,14,2019-11-12 10:19:10,2019-11-12 10:37:42
1901,11,2019-11-11 17:38:49,2019-11-11 18:21:39
1902,7,2019-11-12 10:24:43,2019-11-12 10:30:03
1903,37,2019-11-14 11:19:49,2019-11-14 11:50:30
1904,37,2019-11-11 17:27:30,2019-11-11 18:02:45
1905,58,2019-11-11 16:21:29,2019-11-11 17:51:48
1906,19,2019-11-11 16:39:19,2019-11-11 16:57:12
1907,10,2019-11-12 09:32:35,2019-11-12 09:48:22
1908,7,2019-11-11 18:18:35,2019-11-11 18:57:59
1909,7,2019-11-11 16:48:50,2019-11-11 16:54:19
1910,11,2019-11-12 18:27:55,2019-11-12 18:33:18
1911,2,2019-11-11 18:31:47,2019-11-11 18:31:50
1912,18,2019-11-11 19:05:07,2019-11-11 19:17:36
1913,33,2019-11-11 20:26:51,2019-11-11 20:53:38
1914,17,2019-11-12 13:57:11,2019-11-12 14:18:42
1915,45,2019-11-11 17:14:35,2019-11-11 17:59:42
1916,76,2019-11-11 19:38:19,2019-11-11 21:01:28
1917,6,2019-11-12 08:56:03,2019-11-12 08:59:15
1918,10,2019-11-12 19:21:43,2019-11-12 19:39:17
1919,15,2019-11-12 08:34:57,2019-11-12 09:18:56
1920,34,2019-11-12 19:30:35,2019-11-12 19:52:20
1921,20,2019-11-11 17:41:24,2019-11-11 18:02:37
1922,17,2019-11-11 18:45:04,2019-11-11 19:17:29
1923,64,2019-11-12 10:11:41,2019-11-12 11:23:15
1924,27,2019-11-11 18:14:42,2019-11-11 18:40:27
1925,30,2019-11-12 09:34:12,2019-11-12 09:51:11
1926,30,2019-11-11 18:57:06,2019-11-11 19:22:22
1927,8,2019-11-12 08:36:53,2019-11-12 08:50:33
1928,28,2019-11-11 19:40:54,2019-11-11 20:28:23
1929,26,2019-11-12 15:23:30,2019-11-12 15:43:49
1930,37,2019-11-13 09:31:29,2019-11-13 11:09:13
1931,16,2019-11-11 17:38:06,2019-11-11 18:12:55
1932,18,2019-11-11 17:43:29,2019-11-11 18:01:50
1933,19,2019-11-13 09:13:19,2019-11-13 09:55:26
1934,32,2019-11-12 08:26:25,2019-11-12 08:47:49
1935,19,2019-11-11 19:35:33,2019-11-11 20:02:45
1936,44,2019-11-12 10:21:55,2019-11-12 11:05:27
1937,8,2019-11-11 20:55:29,2019-11-11 21:07:51
1938,23,2019-11-12 13:04:27,2019-11-12 13:32:14
1939,18,2019-11-11 18:02:11,2019-11-11 18:15:25
